sport,source,file,row_count,eligible_count,date_min,date_max,market_types,missing_event_key_count,missing_matchup_key_count,missing_player_key_count,notes
MLB,action_mlb_backfill,out/normalized_action_mlb_backfill.jsonl,1078,899,2026-04-10,2026-04-26,moneyline|spread|total,0,0,0,Action scoreboard backfill
MLB,sportsline_expert_pages_mlb_canonical,out/normalized_sportsline_expert_pages_mlb_canonical.jsonl,127,127,2026-04-10,2026-04-27,moneyline|spread|total,0,0,0,SportsLine expert backfill
MLB,action_mlb,out/normalized_action_mlb.json,122,59,2026-04-27,2026-04-27,moneyline|player_prop|spread|team_total|total,0,0,40,live snapshot (may be empty)
MLB,covers_mlb,out/normalized_covers_mlb.json,0,0,,,,0,0,0,live snapshot (may be empty)
MLB,oddstrader_mlb,out/normalized_oddstrader_mlb.json,1,1,2026-04-27,2026-04-27,total,0,0,0,live snapshot (may be empty)
MLB,bettingpros_prop_bets_mlb,out/normalized_bettingpros_prop_bets_mlb.json,0,0,,,,0,0,0,live snapshot (may be empty)
MLB,sportsline_mlb,out/normalized_sportsline_mlb.json,1,1,2026-04-27,2026-04-27,moneyline,0,0,0,live snapshot (may be empty)
MLB,dimers_mlb,out/normalized_dimers_mlb.json,0,0,,,,0,0,0,deferred source
MLB,mlb_v1,out/consensus_mlb_v1.json,39,0,2026-04-27,2026-04-27,moneyline|spread|team_total|total,4,2,0,
MLB,mlb_hard,out/consensus_mlb_hard.json,32,0,2026-04-27,2026-04-27,moneyline|spread|total,0,0,0,optional consensus variant
MLB,mlb_soft,out/consensus_mlb_soft.json,4,0,2026-04-27,2026-04-27,moneyline|total,0,0,0,optional consensus variant
MLB,mlb_solo,out/consensus_mlb_solo.json,57,0,2026-04-27,2026-04-27,moneyline|spread|team_total|total,0,0,0,optional consensus variant
MLB,mlb_within,out/consensus_mlb_within.json,0,0,,,,0,0,0,optional consensus variant
MLB,signals_latest,data/ledger/mlb/signals_latest.jsonl,742,0,2026-04-10,2026-04-27,moneyline|player_prop|spread|team_total|total,0,4,0,
MLB,signals_occurrences,data/ledger/mlb/signals_occurrences.jsonl,770,0,2026-04-10,2026-04-27,moneyline|player_prop|spread|team_total|total,0,6,0,
